Instancia,Percentil,Distancia greedy,Distancia LP,Mejora relativa,Tiempo LP,Numero de asignaciones no factibles
input/xl_0.csv,85,1655.3,1371.1999999999985,20.719078179696748,5.52023720741272,0
input/xl_0.csv,90,1655.3,1371.1999999999996,20.71907817969665,4.761595964431763,0
input/xl_1.csv,80,1605.1,1413.500000000001,13.555005305977987,5.079698085784912,0
input/xl_1.csv,85,1605.1,1412.7999999999995,13.61126840317104,8.6636221408844,0
input/xl_1.csv,90,1605.1,1412.7999999999995,13.61126840317104,3.5935218334198,0
input/xl_2.csv,85,1486.899999999999,1270.7000000000005,17.01424411741547,5.503331184387207,0
input/xl_2.csv,90,1486.899999999999,1270.5999999999997,17.023453486541737,6.04804801940918,0
input/xl_3.csv,85,1390.2000000000005,1174.7000000000012,18.345109389631318,3.551735162734986,0
input/xl_3.csv,90,1390.2000000000005,1174.4000000000003,18.37534059945505,6.887344837188721,0
input/xl_4.csv,85,1466.9999999999995,1291.8000000000002,13.562470970738453,6.376208305358887,0
input/xl_4.csv,90,1466.9999999999995,1291.6999999999998,13.571262677092184,4.2594921588897705,0
input/xl_5.csv,80,1441.5000000000005,1255.5999999999997,14.80567059573119,4.111288070678711,0
input/xl_5.csv,85,1441.5000000000005,1255.3999999999996,14.82396049068033,3.5100038051605225,0
input/xl_5.csv,90,1441.5000000000005,1255.3999999999992,14.823960490680372,4.80982780456543,0
input/xl_6.csv,85,1737.3999999999996,1522.0999999999992,14.14493134485254,5.262094974517822,0
input/xl_6.csv,90,1737.3999999999996,1521.8999999999985,14.159931664366997,4.880713939666748,0
input/xl_7.csv,85,1705.1,1417.4000000000008,20.297728234796033,4.121289968490601,0
input/xl_7.csv,90,1705.1,1417.4,20.297728234796093,4.936190128326416,0
input/xl_8.csv,90,1512.6999999999998,1243.5,21.64857257740248,4.720768928527832,0
input/xl_9.csv,85,1531.7000000000005,1309.5999999999988,16.95937690897999,4.223269939422607,0
input/xl_9.csv,90,1531.7000000000005,1309.4000000000003,16.97724148464947,3.803108930587769,0
