Instancia,Percentil,Threshold,Distancia greedy,Distancia LP,Mejora relativa,Numero de asignaciones no factibles,Tiempo LP
input/small_0.csv,85,7.929999999999999,36.9,29.299999999999997,25.938566552901033,0,0.0016012191772460938
input/small_1.csv,85,11.514999999999999,42.4,32.400000000000006,30.864197530864168,0,0.0013267993927001953
input/small_2.csv,85,12.915,65.60000000000001,56.9,15.289982425307574,0,0.003342866897583008
input/small_3.csv,85,8.929999999999998,29.500000000000004,23.7,24.472573839662466,0,0.0024518966674804688
input/small_4.csv,85,9.214999999999998,33.9,30.800000000000004,10.064935064935044,0,0.002398967742919922
input/small_5.csv,85,13.249999999999991,63.599999999999994,54.39999999999999,16.91176470588236,0,0.0012967586517333984
input/small_6.csv,85,13.1,44.9,41.0,9.512195121951216,0,0.0016329288482666016
input/small_7.csv,85,10.689999999999994,56.3,46.89999999999999,20.042643923240956,0,0.001283884048461914
input/small_8.csv,85,10.859999999999998,38.1,35.50000000000001,7.323943661971813,0,0.0030651092529296875
input/small_9.csv,85,12.5,58.099999999999994,49.7,16.90140845070421,0,0.0012180805206298828
input/medium_0.csv,85,12.1,408.7,329.5999999999999,23.99878640776702,0,0.07614326477050781
input/medium_1.csv,85,12.2,380.0,344.2,10.400929692039515,0,0.08639717102050781
input/medium_2.csv,85,11.0,307.70000000000005,inf,,0,0.0036199092864990234
input/medium_3.csv,85,12.4,380.1,317.4000000000001,19.754253308128515,0,0.08093476295471191
input/medium_4.csv,85,10.4,279.2000000000001,inf,,0,0.003379344940185547
input/medium_5.csv,85,12.9,398.5,341.6999999999999,16.622768510389275,0,0.0670928955078125
input/medium_6.csv,85,11.3,323.09999999999997,inf,,0,0.0040209293365478516
input/medium_7.csv,85,10.9,325.5,inf,,0,0.003545999526977539
input/medium_8.csv,85,10.9,271.29999999999995,227.60000000000008,19.200351493848796,0,0.06148982048034668
input/medium_9.csv,85,11.014999999999963,299.0,258.7000000000001,15.577889447236135,0,0.07955694198608398
input/large_0.csv,85,12.2,917.9000000000003,706.5999999999998,29.90376450608556,0,1.0429837703704834
input/large_1.csv,85,12.7,988.1999999999999,773.9999999999998,27.67441860465119,0,0.7840008735656738
input/large_2.csv,85,11.4,736.8999999999997,599.5000000000002,22.91909924937439,0,0.8162257671356201
input/large_3.csv,85,11.5,844.5000000000002,731.0000000000005,15.526675786593666,0,0.838892936706543
input/large_4.csv,85,11.9,844.2000000000003,727.1000000000001,16.1050749553019,0,2.2891042232513428
input/large_5.csv,85,11.2,795.7,inf,,0,0.30924081802368164
input/large_6.csv,85,11.1,793.7,inf,,0,0.018078088760375977
input/large_7.csv,85,11.2,867.8000000000003,681.8999999999999,27.26206188590709,0,1.4506309032440186
input/large_8.csv,85,12.4,944.8999999999999,inf,,0,0.019462108612060547
input/large_9.csv,85,11.1,762.1999999999999,inf,,0,0.04331398010253906
input/xl_0.csv,85,11.8,1655.3,1371.1999999999985,20.719078179696748,0,5.52023720741272
input/xl_1.csv,85,11.5,1605.1,1412.7999999999997,13.611268403171023,0,8.6636221408844
input/xl_2.csv,85,11.2,1486.899999999999,1270.7000000000003,17.01424411741549,0,5.503331184387207
input/xl_3.csv,85,11.4,1390.2000000000003,1174.7000000000012,18.3451093896313,0,3.5517351627349854
input/xl_4.csv,85,11.2,1466.9999999999995,1291.8000000000002,13.562470970738453,0,6.376208305358887
input/xl_5.csv,85,11.4,1441.5000000000005,1255.3999999999996,14.82396049068033,0,3.5100038051605225
input/xl_6.csv,85,11.6,1737.3999999999996,1522.0999999999992,14.144931344852541,0,5.262094974517822
input/xl_7.csv,85,11.9,1705.1,1417.4000000000008,20.297728234796033,0,4.121289968490601
input/xl_8.csv,85,11.2,1512.6999999999998,inf,,0,5.672803163528442
input/xl_9.csv,85,11.4,1531.7000000000003,1309.5999999999988,16.959376908979973,0,4.223269939422607
